ID,VALUE
0x7eb,789
0x7ec,939
0x7ed,522
0x7ee,263
0x7ef,837
0x7f0,403
0x7f1,287
0x7f2,741
0x7f3,301
0x7f4,436
0x7f5,345
0x7f6,637
0x7f7,525
0x7f8,787
0x7f9,46
0x7fa,14
0x7fb,675
0x7fc,174
0x7fd,601
0x7fe,88
0x7ff,114
0x800,418
0x801,293
0x802,109
0x803,158
0x804,558
0x805,707
0x806,444
0x807,804
0x808,159
0x809,1000
0x80a,453
0x80b,803
0x80c,32
0x80d,94
0x80e,380
0x80f,61
0x810,737
0x811,915
0x812,120
0x813,229
0x814,708
0x815,438
0x816,764
0x817,274
0x818,385
0x819,30
0x81a,61
0x81b,966
0x81c,995
0x81d,894
0x81e,820
0x81f,189
0x820,467
0x821,756
0x822,180
0x823,601
0x824,978
0x825,560
0x826,466
0x827,13
0x828,929
0x829,54
0x82a,373
0x82b,838
0x82c,958
0x82d,716
0x82e,658
0x82f,870
0x830,466
0x831,322
0x832,572
0x833,206
0x834,9
0x835,701
0x836,102
0x837,849
0x838,987
0x839,767
0x83a,94
0x83b,365
0x83c,116
0x83d,262
0x83e,556
0x83f,23
0x840,726
0x841,596
0x842,361
0x843,587
0x844,585
0x845,545
0x846,813
0x847,87
0x848,156
0x849,284
0x84a,858
0x84b,925
0x84c,343
0x84d,518
0x84e,706
0x84f,380
0x850,663
0x851,818
0x852,820
0x853,808
0x854,478
0x855,621
0x856,925
0x857,567
0x858,418
0x859,314
0x85a,194
0x85b,186
0x85c,601
0x85d,213
0x85e,212
0x85f,765
0x860,543
0x861,329
0x862,279
0x863,247
0x864,384
0x865,571
0x866,711
0x867,928
0x868,228
0x869,58
0x86a,679
0x86b,755
0x86c,257
0x86d,175
0x86e,728
0x86f,262
0x870,581
0x871,15
0x872,630
0x873,383
0x874,318
0x875,148
0x876,317
0x877,91
0x878,950
0x879,607
0x87a,26
0x87b,786
0x87c,385
0x87d,574
0x87e,566
0x87f,639
0x880,626
0x881,431
0x882,106
0x883,344
0x884,928
0x885,723
0x886,957
0x887,232
0x888,21
0x889,337
0x88a,403
0x88b,252
0x88c,439
0x88d,849
0x88e,706
0x88f,11
0x890,31
0x891,681
0x892,434
0x893,201
0x894,197
0x895,514
0x896,507
0x897,89
0x898,936
0x899,297
0x89a,739
0x89b,921
0x89c,417
0x89d,889
0x89e,537
0x89f,206
0x8a0,500
0x8a1,37
0x8a2,616
0x8a3,676
0x8a4,613
0x8a5,987
0x8a6,612
0x8a7,539
0x8a8,627
0x8a9,1
0x8aa,92
0x8ab,760
0x8ac,823
0x8ad,719
0x8ae,322
0x8af,356
0x8b0,69
0x8b1,630
0x8b2,234
0x8b3,900
0x8b4,133
0x8b5,874
0x8b6,529
0x8b7,113
0x8b8,921
0x8b9,797
0x8ba,470
0x8bb,698
0x8bc,353
0x8bd,47
0x8be,658
0x8bf,300
0x8c0,104
0x8c1,992
0x8c2,959
0x8c3,295
0x8c4,526
0x8c5,18
0x8c6,623
0x8c7,69
0x8c8,399
0x8c9,878
0x8ca,735
0x8cb,111
0x8cc,440
0x8cd,492
0x8ce,19
0x8cf,255
0x8d0,729
0x8d1,272
0x8d2,244
0x8d3,45
0x8d4,260
0x8d5,129
0x8d6,707
0x8d7,193
0x8d8,516
0x8d9,707
0x8da,739
0x8db,201
0x8dc,674
0x8dd,625
0x8de,583
0x8df,828
0x8e0,273
0x8e1,60
0x8e2,467
0x8e3,824
0x8e4,637
0x8e5,318
0x8e6,744
0x8e7,618
0x8e8,730
0x8e9,668
0x8ea,530
0x8eb,218
0x8ec,250
0x8ed,779
0x8ee,81
0x8ef,752
0x8f0,68
0x8f1,857
0x8f2,477
0x8f3,155
0x8f4,509
0x8f5,743
0x8f6,627
0x8f7,597
0x8f8,875
0x8f9,953
0x8fa,974
0x8fb,254
0x8fc,108
0x8fd,703
0x8fe,693
0x8ff,651
0x900,302
0x901,492
0x902,388
0x903,693
0x904,126
0x905,215
0x906,332
0x907,90
0x908,452
0x909,146
0x90a,851
0x90b,8
0x90c,170
0x90d,352
0x90e,3
0x90f,952
0x910,747
0x911,422
0x912,404
0x913,178
0x914,906
0x915,506
0x916,854
0x917,108
0x918,508
0x919,769
0x91a,497
0x91b,963
0x91c,450
0x91d,167
0x91e,334
0x91f,102
0x920,247
0x921,591
0x922,837
0x923,522
0x924,572
0x925,665
0x926,297
0x927,571
0x928,801
0x929,789
0x92a,18
0x92b,418
0x92c,29
0x92d,248
0x92e,718
0x92f,191
0x930,754
0x931,943
0x932,3
0x933,672
0x934,646
0x935,380
0x936,146
0x937,392
0x938,804
0x939,8
0x93a,148
0x93b,971
0x93c,598
0x93d,859
0x93e,502
0x93f,886
0x940,793
0x941,41
0x942,916
0x943,618
0x944,807
0x945,37
0x946,206
0x947,714
0x948,976
0x949,471
0x94a,388
0x94b,567
0x94c,561
0x94d,821
0x94e,912
0x94f,314
0x950,565
0x951,349
0x952,519
0x953,889
0x954,359
0x955,815
0x956,803
0x957,407
0x958,148
0x959,237
0x95a,454
0x95b,699
0x95c,381
0x95d,147
0x95e,228
0x95f,741
0x960,795
0x961,327
0x962,983
0x963,886
0x964,733
0x965,206
0x966,585
0x967,355
0x968,421
0x969,489
0x96a,9
0x96b,45
0x96c,378
0x96d,49
0x96e,608
0x96f,113
0x970,255
0x971,835
0x972,949
0x973,563
0x974,325
0x975,919
0x976,563
0x977,571
0x978,920
0x979,467
0x97a,795
0x97b,377
0x97c,712
0x97d,675
0x97e,451
0x97f,62
0x980,726
0x981,205
0x982,228
0x983,44
0x984,648
0x985,348
0x986,10
0x987,364
0x988,651
0x989,885
0x98a,549
0x98b,174
0x98c,51
0x98d,581
0x98e,786
0x98f,660
0x990,711
0x991,698
0x992,772
0x993,65
0x994,189
0x995,961
0x996,977
0x997,127
0x998,555
0x999,316
0x99a,111
0x99b,979
0x99c,771
0x99d,499
0x99e,693
0x99f,676
0x9a0,752
0x9a1,772
0x9a2,835
0x9a3,912
0x9a4,746
0x9a5,956
0x9a6,834
0x9a7,426
0x9a8,264
0x9a9,237
0x9aa,831
0x9ab,967
0x9ac,210
0x9ad,50
0x9ae,456
0x9af,37
0x9b0,322
0x9b1,588
0x9b2,267
0x9b3,652
0x9b4,386
0x9b5,210
0x9b6,730
0x9b7,25
0x9b8,446
0x9b9,377
0x9ba,876
0x9bb,997
0x9bc,582
0x9bd,850
0x9be,845
0x9bf,362
0x9c0,734
0x9c1,869
0x9c2,991
0x9c3,101
0x9c4,118
0x9c5,137
0x9c6,261
0x9c7,278
0x9c8,271
0x9c9,193
0x9ca,344
0x9cb,312
0x9cc,891
0x9cd,459
0x9ce,138
0x9cf,726
0x9d0,141
0x9d1,724
0x9d2,625
0x9d3,420
0x9d4,998
0x9d5,826
0x9d6,593
0x9d7,638
0x9d8,124
0x9d9,561
0x9da,466
0x9db,619
0x9dc,956
0x9dd,577
0x9de,213
0x9df,171
0x9e0,381
0x9e1,923
0x9e2,412
0x9e3,252
0x9e4,516
0x9e5,485
0x9e6,410
0x9e7,726
0x9e8,107
0x9e9,176
0x9ea,73
0x9eb,763
0x9ec,385
0x9ed,101
0x9ee,71
0x9ef,709
0x9f0,859
0x9f1,231
0x9f2,864
0x9f3,803
0x9f4,539
0x9f5,667
0x9f6,480
0x9f7,158
0x9f8,265
0x9f9,388
0x9fa,376
0x9fb,598
0x9fc,168
0x9fd,346
0x9fe,807
0x9ff,453
0xa00,803
0xa01,988
0xa02,924
0xa03,528
0xa04,506
0xa05,23
0xa06,33
0xa07,834
0xa08,93
0xa09,726
0xa0a,141
0xa0b,412
0xa0c,520
0xa0d,169
0xa0e,807
0xa0f,8
0xa10,721
0xa11,90
0xa12,411
0xa13,648
0xa14,95
0xa15,509
0xa16,955
0xa17,193
0xa18,362
0xa19,825
0xa1a,156
0xa1b,686
0xa1c,428
0xa1d,194
0xa1e,777
0xa1f,3
0xa20,625
0xa21,980
0xa22,485
0xa23,408
0xa24,404
0xa25,90
0xa26,43
0xa27,479
0xa28,615
0xa29,672
0xa2a,249
0xa2b,48
0xa2c,661
0xa2d,939
0xa2e,333
0xa2f,391
0xa30,438
0xa31,419
0xa32,612
0xa33,383
0xa34,194
0xa35,922
0xa36,666
0xa37,688
0xa38,934
0xa39,292
0xa3a,938
0xa3b,83
0xa3c,673
0xa3d,226
0xa3e,783
0xa3f,611
0xa40,390
0xa41,81
0xa42,425
0xa43,22
0xa44,298
0xa45,710
0xa46,147
0xa47,678
0xa48,141
0xa49,40
0xa4a,732
0xa4b,871
0xa4c,7
0xa4d,840
0xa4e,317
0xa4f,499
0xa50,527
0xa51,926
0xa52,48
0xa53,972
0xa54,934
0xa55,598
0xa56,536
0xa57,984
0xa58,850
0xa59,267
0xa5a,177
0xa5b,679
0xa5c,835
0xa5d,99
0xa5e,651
0xa5f,333
0xa60,872
0xa61,291
0xa62,85
0xa63,869
0xa64,574
0xa65,609
0xa66,649
0xa67,689
0xa68,141
0xa69,183
0xa6a,464
0xa6b,452
0xa6c,306
0xa6d,231
0xa6e,148
0xa6f,792
0xa70,448
0xa71,450
0xa72,858
0xa73,992
0xa74,785
0xa75,744
0xa76,945
0xa77,20
0xa78,247
0xa79,348
0xa7a,509
0xa7b,537
0xa7c,322
0xa7d,753
0xa7e,162
0xa7f,271
0xa80,778
0xa81,985
0xa82,656
0xa83,863
0xa84,706
0xa85,763
0xa86,747
0xa87,22
0xa88,324
0xa89,780
0xa8a,962
0xa8b,908
0xa8c,719
0xa8d,777
0xa8e,337
0xa8f,956
0xa90,308
0xa91,209
0xa92,868
0xa93,201
0xa94,33
0xa95,635
0xa96,41
0xa97,411
0xa98,799
0xa99,834
0xa9a,365
0xa9b,706
0xa9c,583
0xa9d,798
0xa9e,947
0xa9f,678
0xaa0,917
0xaa1,571
0xaa2,956
0xaa3,742
0xaa4,525
0xaa5,694
0xaa6,734
0xaa7,748
0xaa8,803
0xaa9,17
0xaaa,743
0xaab,362
0xaac,881
0xaad,572
0xaae,976
0xaaf,558
0xab0,262
0xab1,584
0xab2,228
0xab3,708
0xab4,750
0xab5,796
0xab6,841
0xab7,882
0xab8,7
0xab9,756
0xaba,96
0xabb,548
0xabc,627
0xabd,515
0xabe,117
0xabf,729
0xac0,61
0xac1,337
0xac2,839
0xac3,934
0xac4,843
0xac5,467
0xac6,82
0xac7,387
0xac8,580
0xac9,710
0xaca,907
0xacb,499
0xacc,584
0xacd,746
0xace,944
0xacf,131
0xad0,685
0xad1,324
0xad2,299
0xad3,986
0xad4,752
0xad5,415
0xad6,849
0xad7,328
0xad8,40
0xad9,349
0xada,842
0xadb,321
0xadc,405
0xadd,248
0xade,725
0xadf,179
0xae0,982
0xae1,864
0xae2,530
0xae3,389
0xae4,478
0xae5,980
0xae6,752
0xae7,591
0xae8,453
0xae9,183
0xaea,441
0xaeb,268
0xaec,397
0xaed,535
0xaee,506
0xaef,392
0xaf0,242
0xaf1,757
0xaf2,787
0xaf3,597
0xaf4,719
0xaf5,859
0xaf6,807
0xaf7,272
0xaf8,95
0xaf9,512
0xafa,293
0xafb,185
0xafc,202
0xafd,839
0xafe,243
0xaff,165
0xb00,189
0xb01,900
0xb02,380
0xb03,659
0xb04,546
0xb05,76
0xb06,152
0xb07,721
0xb08,682
0xb09,188
0xb0a,654
0xb0b,152
0xb0c,214
0xb0d,654
0xb0e,949
0xb0f,950
0xb10,898
0xb11,554
0xb12,664
0xb13,310
0xb14,451
0xb15,876
0xb16,852
0xb17,273
0xb18,267
0xb19,981
0xb1a,99
0xb1b,531
0xb1c,971
0xb1d,444
0xb1e,229
0xb1f,424
0xb20,473
0xb21,296
0xb22,786
0xb23,135
0xb24,35
0xb25,269
0xb26,636
0xb27,261
0xb28,279
0xb29,258
0xb2a,815
0xb2b,802
0xb2c,590
0xb2d,344
0xb2e,582
0xb2f,595
0xb30,134
0xb31,193
0xb32,41
0xb33,541
0xb34,673
0xb35,213
0xb36,545
0xb37,396
0xb38,247
0xb39,934
0xb3a,327
0xb3b,639
0xb3c,523
0xb3d,295
0xb3e,1
0xb3f,912
0xb40,734
0xb41,679
0xb42,815
0xb43,337
0xb44,885
0xb45,174
0xb46,669
0xb47,911
0xb48,504
0xb49,892
0xb4a,181
0xb4b,145
0xb4c,784
0xb4d,956
0xb4e,680
0xb4f,626
0xb50,285
0xb51,415
0xb52,460
0xb53,797
0xb54,721
0xb55,707
0xb56,500
0xb57,65
0xb58,25
0xb59,7
0xb5a,855
0xb5b,299
0xb5c,468
0xb5d,669
0xb5e,647
0xb5f,67
0xb60,368
0xb61,497
0xb62,817
0xb63,709
0xb64,107
0xb65,627
0xb66,4
0xb67,339
0xb68,231
0xb69,775
0xb6a,445
0xb6b,526
0xb6c,886
0xb6d,231
0xb6e,405
0xb6f,680
0xb70,543
0xb71,44
0xb72,836
0xb73,74
0xb74,709
0xb75,418
0xb76,298
0xb77,967
0xb78,973
0xb79,15
0xb7a,811
0xb7b,995
0xb7c,131
0xb7d,960
0xb7e,638
0xb7f,536
0xb80,629
0xb81,844
0xb82,786
0xb83,388
0xb84,56
0xb85,923
0xb86,57
0xb87,266
0xb88,778
0xb89,620
0xb8a,573
0xb8b,296
0xb8c,402
0xb8d,525
0xb8e,970
0xb8f,240
0xb90,29
0xb91,218
0xb92,42
0xb93,9
0xb94,424
0xb95,448
0xb96,356
0xb97,494
0xb98,33
0xb99,496
0xb9a,541
0xb9b,752
0xb9c,502
0xb9d,938
0xb9e,229
0xb9f,967
0xba0,216
0xba1,247
0xba2,607
0xba3,423
0xba4,60
0xba5,379
0xba6,221
0xba7,185
0xba8,968
0xba9,983
0xbaa,186
0xbab,228
0xbac,701
0xbad,78
0xbae,147
0xbaf,486
0xbb0,187
0xbb1,114
0xbb2,810
0xbb3,897
0xbb4,301
0xbb5,895
0xbb6,234
0xbb7,727
0xbb8,146
0xbb9,721
0xbba,244
0xbbb,418
0xbbc,782
0xbbd,669
0xbbe,234
0xbbf,316
0xbc0,381
0xbc1,61
0xbc2,57
0xbc3,765
0xbc4,569
0xbc5,977
0xbc6,927
0xbc7,990
0xbc8,516
0xbc9,245
0xbca,150
0xbcb,252
0xbcc,818
0xbcd,865
0xbce,230
0xbcf,31
0xbd0,798
0xbd1,611
0xbd2,10
0xbd3,129
0xbd4,903
0xbd5,798
0xbd6,315
0xbd7,89
0xbd8,272
0xbd9,280
0xbda,478
0xbdb,782
0xbdc,696
0xbdd,847
0xbde,645
0xbdf,807
0xbe0,79
0xbe1,36
0xbe2,428
0xbe3,113
0xbe4,479
0xbe5,991
0xbe6,722
0xbe7,804
0xbe8,647
0xbe9,419
0xbea,417
0xbeb,598
0xbec,832
0xbed,678
0xbee,73
0xbef,182
0xbf0,910
0xbf1,817
0xbf2,315
0xbf3,186
0xbf4,836
0xbf5,421
0xbf6,640
0xbf7,323
0xbf8,9
0xbf9,255
0xbfa,714
0xbfb,249
0xbfc,269
0xbfd,738
0xbfe,699
0xbff,999
0xc00,595
0xc01,855
0xc02,916
0xc03,748
0xc04,869
0xc05,522
0xc06,625
0xc07,25
0xc08,201
0xc09,350
0xc0a,741
0xc0b,874
0xc0c,772
0xc0d,795
0xc0e,20
0xc0f,82
0xc10,44
0xc11,403
0xc12,277
0xc13,590
0xc14,639
0xc15,820
0xc16,257
0xc17,496
0xc18,464
0xc19,40
0xc1a,985
0xc1b,297
0xc1c,622
0xc1d,593
0xc1e,293
0xc1f,790
0xc20,525
0xc21,318
0xc22,351
0xc23,682
0xc24,584
0xc25,616
0xc26,896
0xc27,777
0xc28,282
0xc29,993
0xc2a,806
0xc2b,346
0xc2c,464
0xc2d,783
0xc2e,392
0xc2f,263
0xc30,319
0xc31,714
0xc32,153
0xc33,285
0xc34,621
0xc35,313
0xc36,793
0xc37,204
0xc38,152
0xc39,4
0xc3a,486
0xc3b,944
0xc3c,495
0xc3d,820
0xc3e,133
0xc3f,553
0xc40,110
0xc41,336
0xc42,849
0xc43,645
0xc44,761
0xc45,748
0xc46,968
0xc47,373
0xc48,111
0xc49,281
0xc4a,694
0xc4b,438
0xc4c,598
0xc4d,465
0xc4e,57
0xc4f,314
0xc50,435
0xc51,507
0xc52,148
0xc53,676
0xc54,702
0xc55,723
0xc56,969
0xc57,409
0xc58,379
0xc59,927
0xc5a,79
0xc5b,481
0xc5c,763
0xc5d,985
0xc5e,106
0xc5f,366
0xc60,16
0xc61,632
0xc62,398
0xc63,79
0xc64,306
0xc65,965
0xc66,25
0xc67,828
0xc68,889
0xc69,124
0xc6a,107
0xc6b,511
0xc6c,260
0xc6d,717
0xc6e,61
0xc6f,978
0xc70,707
0xc71,765
0xc72,790
0xc73,976
0xc74,756
0xc75,122
0xc76,645
0xc77,523
0xc78,480
0xc79,311
0xc7a,309
0xc7b,174
0xc7c,362
0xc7d,86
0xc7e,653
0xc7f,413
0xc80,967
0xc81,535
0xc82,243
0xc83,61
0xc84,905
0xc85,83
0xc86,850
0xc87,47
0xc88,32
0xc89,754
0xc8a,389
0xc8b,461
0xc8c,386
0xc8d,777
0xc8e,775
0xc8f,409
0xc90,18
0xc91,945
0xc92,935
0xc93,822
0xc94,873
0xc95,53
0xc96,37
0xc97,856
0xc98,779
0xc99,473
0xc9a,563
0xc9b,620
0xc9c,608
0xc9d,237
0xc9e,710
0xc9f,240
0xca0,136
0xca1,1
0xca2,373
0xca3,127
0xca4,685
0xca5,452
0xca6,589
0xca7,236
0xca8,626
0xca9,346
0xcaa,623
0xcab,272
0xcac,620
0xcad,98
0xcae,429
0xcaf,290
0xcb0,517
0xcb1,785
0xcb2,202
0xcb3,247
0xcb4,665
0xcb5,163
0xcb6,991
0xcb7,158
0xcb8,216
0xcb9,427
0xcba,4
0xcbb,560
0xcbc,269
0xcbd,86
0xcbe,953
0xcbf,131
0xcc0,44
0xcc1,746
0xcc2,503
0xcc3,992
0xcc4,955
0xcc5,336
0xcc6,277
0xcc7,355
0xcc8,352
0xcc9,215
0xcca,217
0xccb,669
0xccc,924
0xccd,752
0xcce,197
0xccf,125
0xcd0,663
0xcd1,994
0xcd2,530
0xcd3,497
0xcd4,396
0xcd5,440
0xcd6,330
0xcd7,543
0xcd8,712
0xcd9,691
0xcda,393
0xcdb,685
0xcdc,126
0xcdd,430
0xcde,849
0xcdf,344
0xce0,316
0xce1,257
0xce2,425
0xce3,902
0xce4,268
0xce5,314
0xce6,514
0xce7,65
0xce8,884
0xce9,130
0xcea,176
0xceb,304
0xcec,35
0xced,327
0xcee,124
0xcef,827
0xcf0,69
0xcf1,736
0xcf2,912
0xcf3,464
0xcf4,886
0xcf5,86
0xcf6,793
0xcf7,164
0xcf8,824
0xcf9,573
0xcfa,185
0xcfb,297
0xcfc,121
0xcfd,201
0xcfe,934
0xcff,770
0xd00,411
0xd01,340
0xd02,232
0xd03,893
0xd04,138
0xd05,153
0xd06,687
0xd07,30
0xd08,809
0xd09,796
0xd0a,451
0xd0b,180
0xd0c,546
0xd0d,936
0xd0e,949
0xd0f,22
0xd10,633
0xd11,130
0xd12,468
0xd13,801
0xd14,961
0xd15,993
0xd16,363
0xd17,447
0xd18,777
0xd19,50
0xd1a,413
0xd1b,889
0xd1c,942
0xd1d,859
0xd1e,837
0xd1f,199
0xd20,591
0xd21,943
0xd22,728
0xd23,519
0xd24,695
0xd25,462
0xd26,243
0xd27,391
0xd28,756
0xd29,425
0xd2a,37
0xd2b,710
0xd2c,794
0xd2d,211
0xd2e,226
0xd2f,755
0xd30,565
0xd31,480
0xd32,318
0xd33,80
0xd34,269
0xd35,508
0xd36,986
0xd37,909
0xd38,499
0xd39,384
0xd3a,250
0xd3b,815
0xd3c,282
0xd3d,843
0xd3e,658
0xd3f,810
0xd40,589
0xd41,950
0xd42,695
0xd43,4
0xd44,858
0xd45,978
0xd46,415
0xd47,74
0xd48,830
0xd49,232
0xd4a,303
0xd4b,667
0xd4c,380
0xd4d,903
0xd4e,597
0xd4f,314
0xd50,140
0xd51,7
0xd52,520
0xd53,912
0xd54,656
0xd55,429
0xd56,781
0xd57,809
0xd58,214
0xd59,475
0xd5a,815
0xd5b,768
0xd5c,63
0xd5d,741
0xd5e,168
0xd5f,537
0xd60,514
0xd61,140
0xd62,431
0xd63,416
0xd64,817
0xd65,189
0xd66,520
0xd67,640
0xd68,595
0xd69,324
0xd6a,438
0xd6b,771
0xd6c,288
0xd6d,49
0xd6e,224
0xd6f,638
0xd70,876
0xd71,138
0xd72,535
0xd73,122
0xd74,870
0xd75,374
0xd76,83
0xd77,926
0xd78,909
0xd79,558
0xd7a,370
0xd7b,91
0xd7c,558
0xd7d,672
0xd7e,550
0xd7f,396
0xd80,62
0xd81,209
0xd82,296
0xd83,654
0xd84,939
0xd85,362
0xd86,36
0xd87,522
0xd88,79
0xd89,450
0xd8a,20
0xd8b,557
0xd8c,935
0xd8d,793
0xd8e,544
0xd8f,669
0xd90,468
0xd91,617
0xd92,139
0xd93,541
0xd94,524
0xd95,24
0xd96,779
0xd97,404
0xd98,172
0xd99,208
0xd9a,734
0xd9b,775
0xd9c,782
0xd9d,533
0xd9e,108
0xd9f,904
0xda0,658
0xda1,640
0xda2,532
0xda3,869
0xda4,912
0xda5,95
0xda6,597
0xda7,76
0xda8,136
0xda9,804
0xdaa,844
0xdab,384
0xdac,494
0xdad,12
0xdae,360
0xdaf,24
0xdb0,47
0xdb1,410
0xdb2,772
0xdb3,359
0xdb4,57
0xdb5,741
0xdb6,626
0xdb7,138
0xdb8,178
0xdb9,616
0xdba,828
0xdbb,969
0xdbc,640
0xdbd,904
0xdbe,823
0xdbf,596
0xdc0,767
0xdc1,165
0xdc2,536
0xdc3,686
0xdc4,563
0xdc5,664
0xdc6,990
0xdc7,308
0xdc8,362
0xdc9,537
0xdca,639
0xdcb,691
0xdcc,10
0xdcd,416
0xdce,591
0xdcf,183
0xdd0,644
0xdd1,976
0xdd2,603
0xdd3,865
0xdd4,216
0xdd5,81
0xdd6,982
0xdd7,751
0xdd8,759
0xdd9,670
0xdda,766
0xddb,593
0xddc,546
0xddd,848
0xdde,60
0xddf,66
0xde0,657
0xde1,10
0xde2,137
0xde3,419
0xde4,73
0xde5,266
0xde6,356
0xde7,650
0xde8,952
0xde9,230
0xdea,997
0xdeb,616
0xdec,264
0xded,278
0xdee,540
0xdef,555
0xdf0,635
0xdf1,884
0xdf2,155
0xdf3,268
0xdf4,884
0xdf5,942
0xdf6,763
0xdf7,932
0xdf8,12
0xdf9,326
0xdfa,325
0xdfb,119
0xdfc,939
0xdfd,51
0xdfe,212
0xdff,610
0xe00,197
0xe01,484
0xe02,351
0xe03,36
0xe04,383
0xe05,863
0xe06,334
0xe07,667
0xe08,837
0xe09,13
0xe0a,861
0xe0b,279
0xe0c,231
0xe0d,990
0xe0e,911
0xe0f,290
0xe10,16
0xe11,937
0xe12,90
0xe13,668
0xe14,469
0xe15,115
0xe16,453
0xe17,862
0xe18,60
0xe19,386
0xe1a,444
0xe1b,532
0xe1c,662
0xe1d,44
0xe1e,986
0xe1f,500
0xe20,846
0xe21,752
0xe22,998
0xe23,712
0xe24,360
0xe25,237
0xe26,254
0xe27,66
0xe28,732
0xe29,842
0xe2a,421
0xe2b,710
0xe2c,265
0xe2d,56
0xe2e,885
0xe2f,576
0xe30,869
0xe31,1
0xe32,545
0xe33,745
0xe34,234
0xe35,262
0xe36,821
0xe37,354
0xe38,702
0xe39,941
0xe3a,637
0xe3b,258
0xe3c,605
0xe3d,489
0xe3e,92
0xe3f,974
0xe40,173
0xe41,207
0xe42,438
0xe43,579
0xe44,726
0xe45,43
0xe46,917
0xe47,655
0xe48,80
0xe49,426
0xe4a,823
0xe4b,412
0xe4c,452
0xe4d,618
0xe4e,215
0xe4f,507
0xe50,959
0xe51,155
0xe52,376
0xe53,613
0xe54,666
0xe55,900
0xe56,820
0xe57,216
0xe58,614
0xe59,116
0xe5a,927
0xe5b,551
0xe5c,578
0xe5d,737
0xe5e,728
0xe5f,230
0xe60,865
0xe61,340
0xe62,432
0xe63,349
0xe64,93
0xe65,144
0xe66,490
0xe67,2
0xe68,41
0xe69,622
0xe6a,947
0xe6b,48
0xe6c,0
0xe6d,428
0xe6e,974
0xe6f,891
0xe70,7
0xe71,798
0xe72,842
0xe73,890
0xe74,144
0xe75,252
0xe76,174
0xe77,235
0xe78,70
0xe79,829
0xe7a,571
0xe7b,291
0xe7c,543
0xe7d,955
0xe7e,703
0xe7f,276
0xe80,407
0xe81,616
0xe82,308
0xe83,703
0xe84,572
0xe85,234
0xe86,351
0xe87,69
0xe88,977
0xe89,847
0xe8a,52
0xe8b,268
0xe8c,115
0xe8d,37
0xe8e,472
0xe8f,250
0xe90,477
0xe91,219
0xe92,923
0xe93,292
0xe94,72
0xe95,683
0xe96,436
0xe97,550
0xe98,39
0xe99,584
0xe9a,983
0xe9b,635
0xe9c,795
0xe9d,134
0xe9e,265
0xe9f,285
0xea0,608
0xea1,804
0xea2,638
0xea3,348
0xea4,275
0xea5,362
0xea6,146
0xea7,369
0xea8,692
0xea9,439
0xeaa,16
0xeab,130
0xeac,132
0xead,637
0xeae,166
0xeaf,478
0xeb0,342
0xeb1,784
0xeb2,477
0xeb3,904
0xeb4,523
0xeb5,43
0xeb6,772
0xeb7,802
0xeb8,630
0xeb9,115
0xeba,740
0xebb,277
0xebc,407
0xebd,558
0xebe,874
0xebf,573
0xec0,957
0xec1,472
0xec2,225
0xec3,446
0xec4,891
0xec5,554
0xec6,310
0xec7,219
0xec8,817
0xec9,247
0xeca,946
0xecb,293
0xecc,486
0xecd,879
0xece,445
0xecf,953
0xed0,703
0xed1,129
0xed2,265
0xed3,491
0xed4,619
0xed5,9
0xed6,8
0xed7,905
0xed8,821
0xed9,624
0xeda,895
0xedb,472
0xedc,917
0xedd,632
0xede,860
0xedf,362
0xee0,535
0xee1,413
0xee2,964
0xee3,779
0xee4,869
0xee5,351
0xee6,335
0xee7,385
0xee8,480
0xee9,988
0xeea,733
0xeeb,528
0xeec,971
0xeed,224
0xeee,48
0xeef,870
0xef0,428
0xef1,870
0xef2,366
0xef3,295
0xef4,470
0xef5,689
0xef6,815
0xef7,683
0xef8,237
0xef9,599
0xefa,710
0xefb,554
0xefc,208
0xefd,720
0xefe,435
0xeff,263
0xf00,820
0xf01,722
0xf02,403
0xf03,723
0xf04,589
0xf05,587
0xf06,822
0xf07,723
0xf08,479
0xf09,686
0xf0a,669
0xf0b,624
0xf0c,445
0xf0d,264
0xf0e,604
0xf0f,229
0xf10,716
0xf11,245
0xf12,631
0xf13,347
0xf14,777
0xf15,808
0xf16,564
0xf17,43
0xf18,925
0xf19,832
0xf1a,135
0xf1b,118
0xf1c,413
0xf1d,101
0xf1e,158
0xf1f,230
0xf20,303
0xf21,351
0xf22,817
0xf23,934
0xf24,981
0xf25,550
0xf26,741
0xf27,890
0xf28,653
0xf29,764
0xf2a,228
0xf2b,963
0xf2c,944
0xf2d,522
0xf2e,535
0xf2f,924
0xf30,441
0xf31,333
0xf32,12
0xf33,33
0xf34,382
0xf35,581
0xf36,188
0xf37,766
0xf38,784
0xf39,223
0xf3a,918
0xf3b,315
0xf3c,507
0xf3d,526
0xf3e,146
0xf3f,207
0xf40,640
0xf41,850
0xf42,916
0xf43,760
0xf44,212
0xf45,272
0xf46,332
0xf47,836
0xf48,83
0xf49,335
0xf4a,739
0xf4b,754
0xf4c,218
0xf4d,245
0xf4e,50
0xf4f,308
0xf50,634
0xf51,575
0xf52,691
0xf53,247
0xf54,334
0xf55,536
0xf56,939
0xf57,929
0xf58,931
0xf59,283
0xf5a,222
0xf5b,173
0xf5c,676
0xf5d,774
0xf5e,428
0xf5f,327
0xf60,677
0xf61,121
0xf62,981
0xf63,907
0xf64,140
0xf65,644
0xf66,676
0xf67,965
0xf68,139
0xf69,291
0xf6a,19
